Incident energy , σ(E)
5.0E7 , 0.946
5.1E7 , 0.9312379
5.2E7 , 0.9167794
5.3E7 , 0.902626
5.4E7 , 0.8887776
5.5E7 , 0.8752336
5.6E7 , 0.8619922
5.658661E7 , 0.8543648
5.7E7 , 0.8490513
5.75937E7 , 0.8415094
5.8E7 , 0.836408
5.9E7 , 0.8240588
6.0E7 , 0.812
6.1E7 , 0.800209
6.2E7 , 0.7886599
6.3E7 , 0.7773434
6.4E7 , 0.7662513
6.5E7 , 0.7553757
6.6E7 , 0.7447092
6.7E7 , 0.7342447
6.8E7 , 0.7239758
6.9E7 , 0.7138962
7.0E7 , 0.704
7.1E7 , 0.6941801
7.2E7 , 0.684375
7.3E7 , 0.6746417
7.4E7 , 0.6650306
7.5E7 , 0.6555854
7.6E7 , 0.6463439
7.7E7 , 0.6373387
7.8E7 , 0.6285979
7.9E7 , 0.6201449
8.0E7 , 0.612
8.1E7 , 0.6040806
8.2E7 , 0.5962995
8.3E7 , 0.5886663
8.4E7 , 0.5811897
8.5E7 , 0.5738772
8.6E7 , 0.5667358
8.7E7 , 0.5597716
8.8E7 , 0.5529906
8.9E7 , 0.5463983
9.0E7 , 0.54
9.1E7 , 0.5337832
9.2E7 , 0.527732
9.3E7 , 0.5218468
9.4E7 , 0.5161272
9.5E7 , 0.5105708
9.6E7 , 0.5051733
9.7E7 , 0.499928
9.8E7 , 0.4948255
9.9E7 , 0.4898541
1.0E8 , 0.485
